trial_global_id,condition,stimulus_id,stimulus_text,n_siblings,n_condition,corr_loo,rms_resid,max_abs_z,p99_abs_z,frac_abs_gt3,frac_abs_gt5,spatial_std,frac_out_sib_clim,rz_corr_loo,rz_rms_resid,rz_max_abs_z,rz_p99_abs_z,rz_frac_abs_gt3,rz_frac_abs_gt5,rz_spatial_std,rz_frac_out_sib_clim,rank_corr_low,rank_rms_high,pct_corr_low,pct_rms_high,flag,why
3041,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.7240609669049213,0.6609282494270323,5.713730812072754,2.642459914684296,0.005,0.0001,0.9013384899281783,0.0005,-0.5310752206940437,-0.7900492245065581,-0.004334090557291747,-0.3283721310603233,-0.41218879745791936,-0.40469445568595713,-0.029806755620416552,0.16862268986914877,24.0,25.0,0.8,0.8333333333333334,,
3020,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.761775565025458,2.373682488330659,13.185506820678711,8.243120765686037,0.2136,0.0895,2.523567969152345,0.1013,-0.5965075505251844,2.754942381303066,4.242472980884109,4.475330256051083,13.799808417372159,240.79320113314446,3.859764703091598,170.14029407797113,25.0,4.0,0.8333333333333334,0.13333333333333333,amp_clim_only,rms rz=2.8; p99|z| rz=4.5; max|z| rz=4.2; frac>|5| rz=240.8; out_clim=0.101 rz=170.1
3046,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.7709649340154032,2.5197346316112084,10.348352432250977,7.227693257331849,0.2673,0.1116,2.785074026709369,0.1403,-0.6124504970937371,3.0572353841050774,2.6298915403178906,3.6043952582736067,17.458409809684596,300.41818427087554,4.486770013240785,235.90314312693917,26.0,3.0,0.8666666666666667,0.1,amp_clim_only,rms rz=3.1; rms rank 3; p99|z| rz=3.6; max|z| rz=2.6; frac>|5| rz=300.4; out_clim=0.140 rz=235.9
3047,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.8016091683021285,1.021676879812731,8.281537055969238,4.328981103897095,0.0516,0.0045,1.2678881654633956,0.0048,-0.665616213956564,-0.043385846027202093,1.4551552868157276,1.1181617830734776,2.7626868986642363,11.466342911102117,0.8490585186339901,7.419398354242547,27.0,16.0,0.9,0.5333333333333333,,frac>|5| rz=11.5; out_clim=0.005 rz=7.4
3033,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.8144095654756079,2.023009963985367,9.919564247131348,6.924763641357424,0.1887,0.063,2.2505403477929473,0.0713,-0.6878240552584347,2.0291341322527594,2.386176967688951,3.344571684217554,12.103361961718903,169.2971806286254,3.2051344814860654,119.55348711722651,28.0,6.0,0.9333333333333333,0.2,amp_clim_only,rms rz=2.0; p99|z| rz=3.3; frac>|5| rz=169.3; out_clim=0.071 rz=119.6
3049,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.8157612208510028,1.0636004158627064,5.93938684463501,4.119893698692324,0.0538,0.0019,1.3023078508453263,0.0019,-0.690169087812095,0.043385846027201636,0.1239242557441784,0.9388269341658806,2.9125737341034794,4.451639012545528,0.9315855763616256,2.529340348037232,29.0,15.0,0.9666666666666667,0.5,,frac>|5| rz=4.5; out_clim=0.002 rz=2.5
3034,condAN2,black_point_0.05,cond2: black point 0.05 diameter,29,30,0.8452131403232901,0.800291799459004,5.7289814949035645,3.208101806640625,0.0143,0.0001,1.1139925776539734,0.0001,-0.7412662174411001,-0.5016000099038741,0.004334090557291747,0.1567804926974308,0.22142373417160952,-0.40469445568595713,0.48006763686829046,-0.5058680696074465,30.0,22.0,1.0,0.7333333333333333,,
3060,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,-0.21019394675653638,2.1399693768051073,9.098283767700195,4.326676521301275,0.0956,0.0031,1.6897804368599483,0.0166,3.77886200438385,1.584928128215262,0.5538068160434444,-0.14070280919437866,0.2726532628086791,-0.38542329112948304,0.8813977361899777,1.3939475695849637,1.0,2.0,0.038461538461538464,0.07692307692307693,outlier,corr bottom 4% (rank 1/26); corr rz=3.8; rms rz=1.6; rms rank 2
3053,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,-0.06938966539052957,2.122498029238838,9.692906379699707,5.943917942047121,0.137,0.0263,1.914045772626402,0.0168,3.1298881206904277,1.5533069964099981,0.9408917734210154,1.2097515251553628,0.786905886056028,3.053738383564365,1.3369048733957005,1.4196424556602623,2.0,3.0,0.07692307692307693,0.11538461538461539,outlier,corr bottom 8% (rank 2/26); corr rz=3.1; rms rz=1.6; rms rank 3; frac>|5| rz=3.1
3063,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,-0.03653560611394038,1.9912879274358466,8.709978103637695,5.539306912422181,0.1375,0.0199,1.7917513791302226,0.0099,2.9784621396266906,1.3158317869244607,0.30102920821304185,0.871886867675395,0.7931166665300298,2.1050041284764074,1.0885117417181145,0.5331688860624516,3.0,4.0,0.11538461538461539,0.15384615384615385,,corr bottom 12% (rank 3/26); corr rz=3.0
3050,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,0.07497191918689024,1.851149254603797,8.995171546936035,5.8622016000747745,0.1416,0.0275,1.6821169358407917,0.0193,2.464518450887456,1.0621968896832068,0.48668325098864895,1.1415154617030259,0.8440450664168444,3.2316260563933574,0.8658323372919314,1.7408285316014984,4.0,6.0,0.15384615384615385,0.23076923076923078,,frac>|5| rz=3.2
3068,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,0.07570749308469804,1.351116012475291,6.487673759460449,3.734684965610506,0.0277,0.0013,1.1037559145622813,0.0015,2.461128154480467,0.15719417043760392,-1.1456372403655173,-0.6350368968733526,-0.570770725560765,-0.6522548003729712,-0.3088814104818326,-0.546016329100101,5.0,12.0,0.19230769230769232,0.46153846153846156,,
3061,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,0.1293007887720398,1.3412256955070887,8.175634384155273,3.8907312941551253,0.0349,0.0017,1.1561200537845426,0.0013,2.214114008996245,0.13929383302738887,-0.04681564616494111,-0.5047326404777563,-0.4813354867351392,-0.5929589094299739,-0.20252418381612305,-0.5717112151753998,6.0,13.0,0.23076923076923078,0.5,,
3064,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,0.1569252222810947,1.4078468784265539,8.129205703735352,4.436567444801331,0.0481,0.0059,1.2691365508039152,0.0049,2.0867916312583037,0.25987051997889327,-0.07703959563939715,-0.048939964115932946,-0.3173708822214918,0.02964794547149864,0.02702453729307122,-0.1092032658200202,7.0,8.0,0.2692307692307692,0.3076923076923077,,
3070,condAN3,black_triangle_contour_0.4,cond3: black triangle contour 0.4 radius,25,26,0.38367102183307006,1.1228125782595795,7.545299530029297,4.524102802276613,0.048,0.0055,1.1623385616138795,0.0028,1.0417090476974498,-0.2560088156255296,-0.45714841054214145,0.02415518506521475,-0.3186130383162921,-0.02964794547149877,-0.18989372227220258,-0.3789995696106583,8.0,15.0,0.3076923076923077,0.5769230769230769,,
